domain,title,brand,url,items,rev,cat
decathlon.com,Domyos S500 Breathable Synthetic Gym Tank Top Girls',domyos,decathlon.com/products/s500-breathable-synthetic-gym-tank-top-girls-303669,12.0,52.99,
decathlon.com,Btwin 1-Speed Quick Release Bike Chain Links 2-Pack,decathlon,decathlon.com/products/quick-release-links-for-1-speed-bike-chain-twin-pack-249,18.0,52.99,
decathlon.com,Van Rysel 100 Cycling Shoe Covers Adult,other,decathlon.com/products/van-rysel-100-cycling-shoe-covers-adult-145504,18.0,52.99,
decathlon.com,Van Rysel 100 Cycling Shoe Covers Adult,other,decathlon.com/products/cycling-shoe-covers-100,18.0,52.99,
decathlon.com,Weta #2 #3 Fishing Spinner - Silver,other,decathlon.com/products/weta-2-3-fishing-spinner-silver-x8026610,53.0,52.99,
decathlon.com,Olaian Nao Fold-Down High Waisted Swimsuit Briefs Women's,olaian,decathlon.com/products/womens-swimsuit-bottoms-fold-down-high-waisted-nao-palmi-1,18.0,52.980000000000004,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Btwin Formula Mega One Disc Brake Pads,decathlon,decathlon.com/products/btwin-formula-mega-one-disc-brake-pads-117959,18.0,52.980000000000004,
decathlon.com,Women's flip-flops - 120 Jiu,olaian,decathlon.com/products/olaian-120-beach-flip-flops-womens-1956,30.0,52.97,
decathlon.com,Women's flip-flops - 120 Jiu,olaian,decathlon.com/products/womens-flip-flops-120-jiu-1955,30.0,52.97,
decathlon.com,Women's FLIP-FLOPS 120 - Zag,olaian,decathlon.com/products/olaian-120-beach-flip-flops-womens-1956,30.0,52.97,
decathlon.com,Domyos Fit+ 500 Regular-Fit Shorts Women's,domyos,decathlon.com/products/womens-gentle-gym-and-pilates-regular-shorts-fit-plus-500-ss19,24.0,47.1,
decathlon.com,Bike Brake Housing,decathlon,decathlon.com/products/bike-brake-housing,24.0,47.1,
decathlon.com,Btwin 9-Speed Chain Quick Release Links 2-Pack,decathlon,decathlon.com/products/quick-release-links-for-9-speed-chain-twin-pack-251,12.0,47.1,
decathlon.com,Artengo Flat Laces,artengo,decathlon.com/products/flat-laces,24.0,47.1,
decathlon.com,3 Shafts,other,decathlon.com/products/3-shafts-142012,24.0,47.09,
decathlon.com,Nyamba 510 Stretchy High-Waisted Cotton Fitness Leggings,other,decathlon.com/products/510-stretchy-high-waisted-cotton-fitness-leggings-331587,24.0,47.09,
decathlon.com,Mesh Print Swim Cap Size L - Woolly Black,nabaiji,decathlon.com/products/mesh-print-swimming-cap-size-l-tiki-black-10875,24.0,47.09,
decathlon.com,Mesh swim cap - Printed fabric - Tiki black blue,nabaiji,decathlon.com/products/mesh-print-swimming-cap-size-l-tiki-black-10875,24.0,47.09,
decathlon.com,Boys' Flip-Flops - 190 Sunset Green,olaian,decathlon.com/products/190-beach-flip-flops-boys-168714,42.0,41.22,
decathlon.com,Btwin Bike Brake Housing Tips,decathlon,decathlon.com/products/bike-brake-hose-tips,36.0,35.33,
decathlon.com,3 Standard Flights,other,decathlon.com/products/3-standard-flights-142007,36.0,35.33,
decathlon.com,3 Standard Flights,other,decathlon.com/products/3-standard-flights-142008,36.0,35.33,
decathlon.com,3 Standard Flights,other,decathlon.com/products/3-standard-flights-142005,36.0,35.33,
decathlon.com,Btwin Bike Bottle Kids',other,decathlon.com/products/btwin-bike-bottle-kids-633,12.0,35.32,Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Water Bottles
decathlon.com,Short-Sleeved UV Rash Guard T-Shirt Babies',nabaiji,decathlon.com/products/short-sleeved-uv-rash-guard-t-shirt-babies-313353,6.0,35.32,
decathlon.com,Van Rysel Universal Cyclometer Fittings Kit,other,decathlon.com/products/cycling-cyclometer-mount-pack,12.0,35.32,
decathlon.com,Perfly PSC500 Plastic Shuttlecock Medium 6-pack,other,decathlon.com/products/psc500-plastic-shuttlecock-medium-6-pack-3111,12.0,35.32,
decathlon.com,Perfly PSC100 Medium Plastic Shuttlecock 6-pack,other,decathlon.com/products/psc100-medium-plastic-shuttlecock-6-pack-7281,12.0,35.32,
decathlon.com,Btwin Hollowtech II Bottom Bracket Tool,decathlon,decathlon.com/products/btwin-hollowtech-ii-bottom-bracket-tool-170396,6.0,35.32,
decathlon.com,Canaveral Plastic Soft Dart Tips 50-Pack,other,decathlon.com/products/plastic-soft-dart-tips-50-pack-171513,18.0,35.32,
decathlon.com,Paddle Ball Grip 800,artengo,decathlon.com/products/paddle-ball-grip-grip800-purple-old,12.0,35.32,
decathlon.com,Kipsta AF100 12 Player Flag Football Set Kids',kipsta,decathlon.com/products/af100-12-player-flag-football-set-179511,12.0,35.32,
decathlon.com,Nyamba 500 Regular T-Shirt Women's,domyos,decathlon.com/products/nyamba-500-regular-t-shirt-womens-138665,18.0,35.32,
decathlon.com,Nyamba 100 Long Sleeved T-Shirt Women's,domyos,decathlon.com/products/nyamba-100-long-sleeved-t-shirt-304476,12.0,35.32,
decathlon.com,Baby Basic T-Shirt - White,domyos,decathlon.com/products/girls-and-boys-baby-gym-t-shirt-100-310685,12.0,35.32,
decathlon.com,Olaian Vali Surf Briefs with Drawstring Women's,olaian,decathlon.com/products/vali-surf-briefs-with-drawstring-193554,18.0,35.31,
decathlon.com,Women's Cycling Shorts 100,other,decathlon.com/products/van-rysel-100-cycling-shorts-325389,6.0,29.44,
decathlon.com,Women's Cycling Shorts 100,other,decathlon.com/products/womens-cycling-shorts-100-325389,6.0,29.44,
decathlon.com,Oxelo Freestyle Scooter Aluminium Pegs 55mm 2.1'' D36,oxelo,decathlon.com/products/decathlon-freestyle-scooter-aluminium-pegs-55mm-21-d36-305106,6.0,29.44,
decathlon.com,Triban RoadR 100 Cycling Gloves Adult,other,decathlon.com/products/road-cycling-touring-gloves-100,6.0,29.44,
decathlon.com,Women's Surfing Swimsuit Bottoms Sofy - Foly,olaian,decathlon.com/products/surfing-swimsuit-bottoms-sofy-foly-114499,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Olaian Laura Swimsuit Bandeau with Removable Padded Cups Women's,olaian,decathlon.com/products/laura-swimsuit-bandeau-with-removable-padded-cups-304829,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Domyos 100 Gym Leggings Girls',domyos,decathlon.com/products/girls-gym-leggings-100-gray,6.0,29.44,
decathlon.com,Olaian Madi Surf Briefs Women's 2-Pack,olaian,decathlon.com/products/madi-surf-briefs-2-pack-152611,30.0,29.44,
decathlon.com,Domyos 100 Light Slim Gym Pants Girls',domyos,decathlon.com/products/100-light-slim-gym-pants-girls-300881,6.0,29.44,
decathlon.com,Short Boxer Swim Trunks Men's,nabaiji,decathlon.com/products/short-boxer-swim-trunks-333680,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Men's Swimming Boxers - Boxers 100 Plus - Black Blue,nabaiji,decathlon.com/products/short-boxer-swim-trunks-333680,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Women's Fitness Cardio Training Tank Top 120,domyos,decathlon.com/products/womens-fitness-cardio-training-tank-top-120,6.0,29.44,
decathlon.com,Nabaiji Slap 100 Pool Sandals Kids',nabaiji,decathlon.com/products/slap-100-basic-pool-sandals-149118,6.0,29.44,
decathlon.com,Men's Pilates and Gentle Gym Slim-Fit Sport T-Shirt 520,domyos,decathlon.com/products/mens-pilates-and-gentle-gym-slim-fit-sport-t-shirt-520-307306,6.0,29.44,
decathlon.com,Men's Pilates and Gentle Gym Slim-Fit Sport T-Shirt 520,other,decathlon.com/products/mens-pilates-and-gentle-gym-slim-fit-sport-t-shirt-520-307306,6.0,29.44,
decathlon.com,Men's Crew Neck Breathable Essential Fitness T-Shirt - Khaki Camo,domyos,decathlon.com/products/essential-breathable-crew-neck-fitness-t-shirt-mens-306602,6.0,29.44,
decathlon.com,Women's Shorty Swimsuit Bottoms Vega Black,nabaiji,decathlon.com/products/shorty-swimsuit-bottoms-vega-black-144829,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Itiwit SUP & Kayak High Pressure Valve Wrench,other,decathlon.com/products/itiwit-decathlon-sup-kayak-high-pressure-valve-wrench-x8363580,6.0,29.44,
decathlon.com,Easybreath Mask Strap,subea,decathlon.com/products/decathlon-easybreath-full-face-snorkel-mask-straps-311843,6.0,29.44,
decathlon.com,Van Rysel Home Trainer Front Wheel Riser,other,decathlon.com/products/home-trainer-front-wheel-riser-1023,6.0,29.44,
decathlon.com,Women's Slim-Fit Fitness Cropped Bottoms 500 - Black,domyos,decathlon.com/products/womens-pilates-and-gentle-gym-slim-fit-cropped-bottoms-500-fit-plus-ss19,6.0,29.44,
decathlon.com,UV Rash Guard Short Sleeved Shorty Swimsuit Babies',nabaiji,decathlon.com/products/uv-rash-guard-short-sleeved-shorty-swimsuit-babies-313391,6.0,29.44,
decathlon.com,Nabaiji 500 Silicone Mesh Swim Cap,nabaiji,decathlon.com/products/silicone-mesh-swimming-cap-size-s-blue-1,6.0,29.44,
decathlon.com,Nabaiji 500 Silicone Mesh Swim Cap,nabaiji,decathlon.com/products/nabaiji-500-silicone-mesh-swim-cap-170291,6.0,29.44,
decathlon.com,Olaian Savana Surfing Swimsuit Bottoms with Drawstring Women's,olaian,decathlon.com/products/womens-surfing-swimsuit-bottoms-with-drawstring-savana-312167,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Fishing Lure Saxton Slim125,other,decathlon.com/products/fishing-lure-saxton-slim125,6.0,29.44,
decathlon.com,Nabaiji Slap 500 Pool Sandals Kids',nabaiji,decathlon.com/products/slap-500-pool-sandals-149009,6.0,29.44,
decathlon.com,"Btwin 11-Speed Chain Master Links, 2-Pack",other,decathlon.com/products/11-speed-quick-release-links-twin-pack-119912,6.0,29.44,
decathlon.com,"Olaian Elena, Push-Up Swimsuit Top with Fixed Padded Cups, Women's",olaian,decathlon.com/products/womens-swimsuit-top-push-up-with-fixed-padded-cups-elena-green-old,6.0,29.44,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Watko 500 Water Polo Briefs Kids',other,decathlon.com/products/500-water-polo-briefs-303156,6.0,29.44,
decathlon.com,Women's Swimsuit Bottoms Vega - Black,nabaiji,decathlon.com/products/womens-swimsuit-bottoms-vega,6.0,29.44,
decathlon.com,Inesis Tri Lok Golf Shoe Spikes 18-Pack,other,decathlon.com/products/inesis-tri-lok-golf-shoe-spikes-18-pack-14353,12.0,29.44,
decathlon.com,Subea SCD100 3mm Neoprene Scuba Diving Booties Adult,subea,decathlon.com/products/subea-scd100-3mm-neoprene-scuba-diving-booties-adult-1804,6.0,29.44,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces
decathlon.com,"Pongori PPN 72"" Table Tennis Net",other,decathlon.com/products/ppn-72-table-tennis-net-3176,6.0,29.44,
decathlon.com,Pair of universal drip rings for kayak paddles,other,decathlon.com/products/itiwit-decathlon-kayak-paddle-drip-ring-2-pack-310042,6.0,29.38,
decathlon.com,Girls' Flip-Flops 500,olaian,decathlon.com/products/girls-flip-flops-500-103666,24.0,23.55,
decathlon.com,Caperlan Surfcasting Pyramid Sinker,other,decathlon.com/products/surfcasting-pyramid-sinker-7413,6.0,23.55,
decathlon.com,Btwin 10-Speed Chain Master Links 2-Pack,decathlon,decathlon.com/products/quick-release-links-for-10-speed-chain-x2-248,6.0,23.55,
decathlon.com,Sea Plug Bait Tolson 120,other,decathlon.com/products/sea-plug-bait-tolson-120-172712,12.0,23.55,
decathlon.com,"Inesis, Short Sleeve Golf Polo Shirt, Men's",other,decathlon.com/products/mens-golf-polo-500,6.0,23.55,
decathlon.com,Canaveral Short Aluminum Shafts 6-Pack,other,decathlon.com/products/short-aluminum-shafts-6-pack-191734,6.0,23.55,
decathlon.com,Oxelo Inline skate Frame Axle Set 8mm For FIT100 Adult,oxelo,decathlon.com/products/decathlon-inline-skate-frame-axle-set-8mm-for-fit100-adult-304886,6.0,23.55,
decathlon.com,Btwin Brake Housing Derailleur Tips,decathlon,decathlon.com/products/btwin-brake-housing-derailleur-tips-11471,24.0,23.55,
decathlon.com,Btwin BR-RE700 Brake Pads,decathlon,decathlon.com/products/campagnolo-road-brake-pads-x4-ss19,6.0,23.55,
decathlon.com,"Oval Shoe Laces 35"" 43"" and 51""",artengo,decathlon.com/products/oval-laces,12.0,23.54,
decathlon.com,Rigged hooks for trout fishing with a pike float,other,decathlon.com/products/rigged-hooks-for-trout-fishing-with-a-pike-float-140266,12.0,23.54,
decathlon.com,TTB 100 1* 40+ Table Tennis Balls 6-Pack - White,other,decathlon.com/products/ttb-100-40-table-tennis-balls-6-pack-300358,12.0,23.54,
decathlon.com,"Olaian Nao, Fold-Down High Waisted Swimsuit Briefs, Women's",olaian,decathlon.com/products/womens-swimsuit-bottoms-fold-down-high-waisted-nao-palmi,12.0,23.54,Apparel & Accessories > Clothing > Swimwear
decathlon.com,SB 830 Point Twin-Pack - Red,other,decathlon.com/products/squash-point-twin-pack-sb-830,12.0,23.54,
decathlon.com,Women's Fitness Cardio Cropped Bottoms - Black,domyos,decathlon.com/products/domyos-fca100-cropped-fitness-pants-womens-330178,12.0,23.54,
decathlon.com,190 Beach Flip-Flops Women's,olaian,decathlon.com/products/190-beach-flip-flops-147452,12.0,23.54,
decathlon.com,190 Beach Flip-Flops Women's,olaian,decathlon.com/products/190-beach-flip-flops-womens-147452,12.0,23.54,
decathlon.com,Olaian Nina Classic Bikini Swimsuit Bottoms Women's,olaian,decathlon.com/products/womens-classic-bikini-briefs-swimsuit-bottoms-nina-10253,18.0,17.669999999999998,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Fishing 6 Compartment Split Shot Zig Zag Sinkers,other,decathlon.com/products/fishing-6-compartment-split-shot-zig-zag-sinkers-7813,6.0,17.66,
decathlon.com,Standard Stars Flights 3 x Tri-Pack,other,decathlon.com/products/standard-stars-flights-3-x-tri-pack-186153,6.0,17.66,
decathlon.com,Kipsta F500 Soccer Shorts Kids',kipsta,decathlon.com/products/f500-soccer-shorts-307851,18.0,17.66,Apparel & Accessories > Clothing > Shorts
decathlon.com,Steel-Tipped Darts Tri-Pack T500,other,decathlon.com/products/steel-tipped-darts-tri-pack-t500-185851,6.0,17.66,
decathlon.com,Fishing Split Shot Dispenser 4 Sizes,other,decathlon.com/products/fishing-split-shot-dispenser-4-sizes-151372,18.0,17.66,
decathlon.com,Fishing Spinner Weta #2 #3,other,decathlon.com/products/fishing-spinner-weta-2-3-x8026612,18.0,17.66,
decathlon.com,Pilates and Gentle Gym Regular-Fit T-Shirt 500,other,decathlon.com/products/pilates-and-gentle-gym-regular-fit-t-shirt-500-143005,6.0,17.66,
decathlon.com,Canaveral Flame Standard Flights 3-Pack,other,decathlon.com/products/flame-standard-flights-3-pack-186151,6.0,17.66,
decathlon.com,Fishing High Strength Line 150M,other,decathlon.com/products/fishing-high-strength-line-150m-149177,6.0,17.66,
decathlon.com,Carp Hook Carp Big Fish,other,decathlon.com/products/carp-hook-carp-big-fish-150037,6.0,17.66,
decathlon.com,Quechua MH ACC560 Hooked Sunglasses Retention Strap Kids',quechua,decathlon.com/products/jr-strap-hook-kids-sunglasses-head-strap-with-hook-560,12.0,11.78,
decathlon.com,Fishing Snap Double Snap Stainless X10,other,decathlon.com/products/fishing-snap-double-snap-stainless-x10-167911,12.0,11.78,
decathlon.com,3 Shafts,geologic,decathlon.com/products/3-shafts-142011,12.0,11.78,
decathlon.com,"Olaian Laura, Swimsuit Bandeau with Removable Padded Cups, Women's",olaian,decathlon.com/products/swimsuit-bandeau-top-with-removable-padded-cups-laura-304829,12.0,11.78,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Women’s Flip-Flops Lima TO 120,olaian,decathlon.com/products/womens-flip-flops-to-120,6.0,11.77,
decathlon.com,Fishing Line FL Line Versatile 200 M,other,decathlon.com/products/fishing-line-fl-line-versatile-200-m-7441,6.0,11.77,
decathlon.com,Girl's Surf Swimsuit Triangle Top Betty 500,olaian,decathlon.com/products/girls-surf-swimsuit-triangle-top-betty-500-312408,12.0,11.77,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboards
decathlon.com,Still Fishing Float Lake 3,other,decathlon.com/products/still-fishing-float-lake-3-7473,6.0,11.77,
decathlon.com,Btwin Universal Stainless Steel Derailleur Cable,decathlon,decathlon.com/products/universal-derailleur-cable-stainless-steel-311702,6.0,11.77,
decathlon.com,Btwin Crank Arm Tightening Bolts,decathlon,decathlon.com/products/crank-arm-tightening-bolts-290,6.0,11.77,
decathlon.com,Nabaiji Mesh Swim Cap Babies',nabaiji,decathlon.com/products/mesh-swim-cap-babies-302849,6.0,11.77,
decathlon.com,"Nabaiji, Mesh Fabric Swim Cap",nabaiji,decathlon.com/products/mesh-swimming-cap,6.0,11.77,
decathlon.com,Fishing Rigged Hooks SN Hook,other,decathlon.com/products/fishing-rigged-hooks-sn-hook-126174,6.0,11.77,
decathlon.com,Watch Sinker,other,decathlon.com/products/watch-sinker-7416,6.0,11.77,
decathlon.com,Fishing Single Hook,other,decathlon.com/products/fishing-single-hook-150238,6.0,11.77,
decathlon.com,Set of 12mm Hex Spikes,other,decathlon.com/products/set-of-12mm-hex-spikes,6.0,5.89,
decathlon.com,"Lure Fishing Soft Lure Iwaki Grub 3.5"" 3-Pack",other,decathlon.com/products/lure-fishing-soft-lure-iwaki-grub-35-3-pack-119246,6.0,5.89,
decathlon.com,Soft Lure Gowan 105,other,decathlon.com/products/soft-lure-gowan-105-148847,6.0,5.89,
decathlon.com,Olaian Sofy Side-Tie Briefs Women's,olaian,decathlon.com/products/sofy-side-tie-briefs-114265,6.0,5.89,
decathlon.com,Women's Flip-Flops,olaian,decathlon.com/products/women-flip-flops-to-100s-last-call,6.0,5.89,
decathlon.com,Madi 100 Swimsuit Bottoms Girl's,olaian,decathlon.com/products/madi-100-swimsuit-bottoms-girls-307391,6.0,5.89,Apparel & Accessories > Clothing > Swimwear
decathlon.com,Orao Molded Handles for a 2-Line Stunt Kite,other,decathlon.com/products/molded-handles-for-a-2-line-stunt-kite-14200,6.0,5.89,
decathlon.com,Fishing Line 4x4 250m,other,decathlon.com/products/fishing-line-4x4-250m-7437,6.0,5.89,
decathlon.com,"Lure Fishing Soft Lure Natori Red Head 5"" 2-Pack",other,decathlon.com/products/lure-fishing-soft-lure-natori-red-head-5-2-pack-103171,6.0,5.89,
decathlon.com,Perfly PSC100 Plastic Shuttlecock 1-Pack,other,decathlon.com/products/psc100-plastic-shuttlecock-1-pack-3117,6.0,2.94,
